Product ID,Product name,Competitor Price (RON),Original Price (RON),Contents,Price N (RON),Difference,Difference (%)
bloom795,buchet cu flori in nuante de galbene si portocaliu,259.0,259.0,"{'Gerbera': 15, 'Trandafir': 5, 'Solidago': 3}",169.0,-90.0,-0.3474903474903475
bloom48,"Buchet cu trandafiri, minirose si eucalipt",269.0,299.0,"{'Trandafir': 5, 'Minirosa': 6}",121.0,-148.0,-0.550185873605948
bloom713,"Buchet colorat cu narcise, lalele, frezii, gerbera si lisantus",239.0,239.0,"{'Gerbera': 3, 'Narcisa': 4, 'Lalea': 4, 'Lisianthus': 2, 'Frezia': 3}",96.0,-143.0,-0.5983263598326359
bloom842,13 bujori cu ambalaj,469.0,469.0,{'Bujor': 13},206.0,-263.0,-0.5607675906183369
bloom788,buchet cu 51 frezii colorate,449.0,449.0,{'Frezia': 51},266.0,-183.0,-0.40757238307349664
bloom880,Buchet cu 19 trandafiri lila,269.0,299.0,{'Trandafir': 19},201.0,-68.0,-0.2527881040892193
Buchet de bujori personalizat,Buchet de bujori personalizat,319.0,350.0,{'Bujor': 7},116.0,-203.0,-0.6363636363636364
bloom841,19 bujori cu eucalipt,609.0,609.0,{'Bujor': 19},296.0,-313.0,-0.5139573070607554
bloom802,"buchet cu hortensie, bujori, trandafiri, alstroeria",449.0,449.0,"{'Bujor': 3, 'Trandafir': 6, 'Alstroemeria': 3, 'Lalea': 3, 'Minirosa': 2, 'Chamelaucium': 1, 'Hortensie': 1}",201.0,-248.0,-0.5523385300668151
bloom1036,Buchet zi de nastere cu trandafiri si alstroemeria,215.0,215.0,"{'Trandafir': 5, 'Alstroemeria': 4}",81.0,-134.0,-0.6232558139534884
bloom844,15 bujori in diferite nuante de roz,559.0,559.0,{'Bujor': 15},236.0,-323.0,-0.5778175313059034
bloom874,Buchet de flori colorat cu hortensie si trandafiri,279.0,279.0,"{'Hortensie': 1, 'Trandafir': 3, 'Alstroemeria': 3, 'Minirosa': 2, 'Gerbera': 2}",113.0,-166.0,-0.5949820788530465
bloom112,Buchet cu irisi frezii green trick si eucalipt,229.0,229.0,"{'Iris': 10, 'Frezia': 7, 'Greentick': 5, 'Eucalipt': 4}",256.0,27.0,0.11790393013100436
bloom131,"Buchet trandafiri, lalele si limonium",379.0,379.0,"{'Trandafir': 5, 'Lalea': 10, 'Limonium': 4}",131.0,-248.0,-0.6543535620052771
bloom1032,Buchet 7 trandafiri roz,199.0,199.0,{'Trandafir': 7},81.0,-118.0,-0.592964824120603
bloom888,Aranjament floral cu trandafiri si lisianthus,449.0,449.0,"{'Trandafir': 17, 'Eustoma': 3}",205.0,-244.0,-0.5434298440979956
bloom57,Buchet cu flori roz,189.0,189.0,"{'Trandafir': 2, 'Alstroemeria': 2, 'Minigerbera': 2, 'Minirosa': 2, 'Gypsophila': 2}",89.0,-100.0,-0.5291005291005291
bloom590,Buchet colorat cu frezii si lalele,259.0,259.0,"{'Lalea': 13, 'Frezia': 10}",126.0,-133.0,-0.5135135135135135
bloom746,buchet cu 19 bujori si verdeata,689.0,689.0,{'Bujor': 19},296.0,-393.0,-0.5703918722786647
bloom1029,Buchet de ziua mamei,299.0,299.0,"{'Trandafir': 7, 'Alstroemeria': 3, 'Hypericum': 4, 'Lalea': 4}",148.0,-151.0,-0.5050167224080268
bloom856,Buchet superb cu 101 trandafiri rosii si albi,1.469,1.62,{'Trandafir': 101},1021.0,1020.0,694.3498978897209
bloom830,Buchet cu trandafiri bujori lisianthus matiola si minirose,439.0,439.0,"{'Bujor': 4, 'Trandafir': 5, 'Minirosa': 3, 'Mattiola': 3, 'Oxipetalum': 4, 'Lisianthus': 2}",213.0,-226.0,-0.5148063781321185
bloom767,"cadou cu bujori, sampanie si bomboane",809.0,809.0,{'Bujor': 19},296.0,-513.0,-0.6341161928306551
bloom723,"Buchet de flori in culori pastelate cu minirose, lisiantus, matiolla, gerbera",219.0,219.0,"{'Lisianthus': 2, 'Minirosa': 2, 'Mattiola': 3, 'Frezia': 3}",80.0,-139.0,-0.634703196347032
bloom1027,Buchet de flori la multi ani,175.0,175.0,{'Trandafir': 9},101.0,-74.0,-0.4228571428571429
bloom32,Buchet cu trandafiri si irisi,279.0,279.0,"{'Trandafir': 9, 'Iris': 10}",141.0,-138.0,-0.4946236559139785
bloom1023,Buchet de flori ziua mamei,249.0,249.0,"{'Trandafir': 5, 'Alstroemeria': 5, 'Frezia': 5}",111.0,-138.0,-0.5542168674698795
bloom30,"Buchet cu trandafiri, lalele si frezii",269.0,269.0,"{'Trandafir': 7, 'Frezia': 6, 'Lalea': 4}",131.0,-138.0,-0.5130111524163569
bloom630,Buchet cu trandafiri si hypericum,269.0,269.0,"{'Trandafir': 7, 'Hypericum': 5, 'Crizantema': 3}",145.0,-124.0,-0.46096654275092935
bloom633,"Buchet cu hortensie, lisianthus si trandafiri",369.0,399.0,"{'Hortensie': 2, 'Trandafir': 6, 'Lisianthus': 5, 'Eryngium': 2}",177.0,-192.0,-0.5203252032520326
bloom124,"Buchetel de primavara, lalele, freezii si irisi",175.0,185.0,"{'Lalea': 4, 'Frezia': 4, 'Iris': 3}",63.0,-112.0,-0.64
bloom07,"Buchet cu matiola, trandafiri, alstroemeria, lisianthus si astrantia",349.0,349.0,"{'Trandafir': 6, 'Mattiola': 6, 'Alstroemeria': 4, 'Lisianthus': 3, 'Boupleurum': 4, 'Astrantia': 3}",189.0,-160.0,-0.4584527220630373
bloom1019,Buchet flori aniversare,485.0,485.0,"{'Frezia': 46, 'Trandafir': 3}",271.0,-214.0,-0.44123711340206184
bloom122,Buchet minigerbera,199.0,199.0,"{'Minigerbera': 19, 'Eucalipt': 5}",262.0,63.0,0.3165829145728643
bloom864,25 de trandafiri cu eucalipt si cordiline,429.0,429.0,{'Trandafir': 25},261.0,-168.0,-0.3916083916083916
bloom996,Buchet de flori cu matiola lisiantus si frezii,230.0,230.0,"{'Minirosa': 1, 'Lisianthus': 3, 'Frezia': 2, 'Mattiola': 2, 'Philodendron': 2}",83.0,-147.0,-0.6391304347826087
bloom695,"Buchet de flori cu trandafiri, gerbera si alstroemeria",245.0,249.0,"{'Trandafir': 5, 'Crizantema': 2, 'Alstroemeria': 3, 'Gerbera': 3}",110.0,-135.0,-0.5510204081632653
bloom995,Buchet din trandafiri matiola si alstroemeria,219.0,250.0,"{'Trandafir': 3, 'Mattiola': 3, 'Alstroemeria': 3, 'Minirosa': 1}",84.0,-135.0,-0.6164383561643836
bloom804,buchet cu floarea sorelui si gerbera,257.0,257.0,"{'Floarea-soarelui': 9, 'Gerbera': 3, 'Solidago': 3}",119.0,-138.0,-0.5369649805447471
bloom899,10 Trandafiri si 13 minirose,419.0,459.0,"{'Trandafir': 10, 'Minirosa': 13}",241.0,-178.0,-0.42482100238663484
bloom615,Buchet cu trandafiri rosii si irisi,349.0,349.0,"{'Trandafir': 13, 'Iris': 12}",189.0,-160.0,-0.4584527220630373
bloom625,Buchet cu 19 trandafiri,385.0,385.0,{'Trandafir': 19},201.0,-184.0,-0.4779220779220779
bloom54,Buchet cu flori albe si verzi,269.0,269.0,"{'Trandafir': 3, 'Minirosa': 3, 'Germini': 3, 'Alstroemeria': 3, 'Crizantema': 3, 'Trachelium': 3}",140.0,-129.0,-0.4795539033457249
bloom852,Buchet cu 101 trandafiri roz,1.469,1.469,{'Trandafir': 101},1021.0,1020.0,694.3498978897209
bloom659,Buchet cu 5 trandafiri Freedom,189.0,189.0,{'Trandafir': 5},61.0,-128.0,-0.6772486772486772
bloom639,"Buchet cu trandafiri, hypericum, alstroemeria si gerbera",369.0,369.0,"{'Trandafir': 9, 'Hypericum': 7, 'Alstroemeria': 5, 'Gerbera': 6}",218.0,-151.0,-0.4092140921409214
bloom741,buchet cu trandafiri rosii si chamelaucium roz,179.0,179.0,"{'Trandafir': 3, 'Chamelaucium': 4}",81.0,-98.0,-0.547486033519553
bloom628,Buchet cu flori portocalii si roz,289.0,320.0,"{'Minirosa': 8, 'Minigerbera': 7, 'Limonium': 3, 'Alstroemeria': 3}",149.0,-140.0,-0.4844290657439446
bloom705,Buchet de flori in nuante de roz cu trandafiri lisantus si frezii,259.0,259.0,"{'Trandafir': 5, 'Lisianthus': 4, 'Frezia': 4}",113.0,-146.0,-0.5637065637065637
bloom854,101 trandafiri roz si albi,1.469,1.469,{'Trandafir': 101},1021.0,1020.0,694.3498978897209
bloom849,Buchet cu floarea soarelui trandafiri matiola si solidago,309.0,309.0,"{'Floarea-soarelui': 5, 'Trandafir': 5, 'Mattiola': 5, 'Solidago': 3}",149.0,-160.0,-0.517799352750809
bloom680,"Buchet cu hortensie, frezii, crizantema si gerbera",349.0,349.0,"{'Hortensie': 3, 'Frezia': 6, 'Gerbera': 4, 'Crizantema': 3}",164.0,-185.0,-0.5300859598853869
bloom838,Trandafirii iubirii,469.0,469.0,{'Trandafir': 25},261.0,-208.0,-0.44349680170575695
bloom833,buchet di trandafiri si minirose,419.0,469.0,"{'Minirosa': 10, 'Trandafir': 17}",281.0,-138.0,-0.32935560859188545
bloom574,Buchet cu 51 trandafiri rosii,889.0,889.0,"{'Trandafir': 51, 'Ruscus': 10}",561.0,-328.0,-0.3689538807649044
bloom114,Buchet cu 25 trandafiri albi,419.0,419.0,{'Trandafir': 25},261.0,-158.0,-0.37708830548926014
bloom127,Buchet superb trandafiri rosii,459.0,459.0,"{'Trandafir': 25, 'Cordyline': 12}",297.0,-162.0,-0.35294117647058826
bloom06,"Buchet cu trandafiri, garoafe, crizanteme si hypericum",259.0,259.0,"{'Trandafir': 4, 'Garoafa': 5, 'Crizantema': 4, 'Hypericum': 3}",122.0,-137.0,-0.528957528957529
bloom613,25 de trandafiri cu eucalipt,469.0,469.0,{'Trandafir': 25},261.0,-208.0,-0.44349680170575695
bloom619,Buchet cu 101 trandafiri,1.419,1.519,{'Trandafir': 101},1021.0,1020.0,718.816067653277
bloom74,Buchet cu 39 trandafiri,619.0,619.0,{'Trandafir': 39},401.0,-218.0,-0.35218093699515346
bloom130,"Buchet cu trandafiri eryngium, astrantia si verdeata",289.0,289.0,"{'Eryngium': 3, 'Astrantia': 5}",65.0,-224.0,-0.7750865051903114
bloom38,"Buchet colorat cu frezii, irisi, crizantema, trandafiri",399.0,399.0,"{'Trandafir': 8, 'Crizantema': 5, 'Frezia': 10, 'Iris': 10}",221.0,-178.0,-0.44611528822055135
bloom65,"Buchet cu minirose, trandafiri, chrisantema si bouvardia",279.0,279.0,"{'Minirosa': 5, 'Trandafir': 3, 'Crizantema': 3, 'Bouvardia': 3}",130.0,-149.0,-0.5340501792114696
bloom635,Buchet cu crizantema roz si alstroemeria galbena,199.0,199.0,"{'Crizantema': 3, 'Alstroemeria': 6}",65.0,-134.0,-0.6733668341708543
bloom640,"Buchet cu crizantema, garoafe si gerbera",229.0,229.0,"{'Crizantema': 6, 'Gerbera': 5, 'Garoafa': 4}",101.0,-128.0,-0.5589519650655022
bloom818,Buchet cu 33 trandafiri rosii roz si albi,569.0,569.0,{'Trandafir': 33},341.0,-228.0,-0.4007029876977153
bloom648,Buchet cu 5 trandafiri,169.0,169.0,{'Trandafir': 5},61.0,-108.0,-0.6390532544378699
bloom811,Buchet cu flori roz si albe,219.0,219.0,"{'Trandafir': 5, 'Alstroemeria': 5, 'Frezia': 4}",106.0,-113.0,-0.5159817351598174
bloom128,Buchet colorat cu flori de primavara,339.0,339.0,"{'Lalea': 17, 'Greentick': 5, 'Craspedia': 10, 'Frezia': 7}",211.0,-128.0,-0.3775811209439528
bloom73,Buchet cu 49 trandafiri albi si galbeni,789.0,789.0,{'Trandafir': 49},501.0,-288.0,-0.3650190114068441
bloom679,Buchet cu flori galbene,329.0,329.0,"{'Trandafir': 5, 'Minirosa': 5, 'Craspedia': 8, 'Solidago': 4}",175.0,-154.0,-0.46808510638297873
bloom809,"Buchet de primavara cu ranunculus, lalele si wax",349.0,349.0,"{'Ranunculus': 5, 'Lalea': 10, 'Trandafir': 1, 'Wax': 3}",126.0,-223.0,-0.6389684813753582
bloom805,buchet cu hortensie liliac bujori trandafiri si frezii,519.0,519.0,"{'Hortensie': 1, 'Liliac': 3, 'Trandafir': 5, 'Bujor': 6}",236.0,-283.0,-0.5452793834296724
bloom584,"Buchet cu lalele, trandafiri, anemone",359.0,359.0,"{'Trandafir': 7, 'Lalea': 10, 'Anemone': 8}",171.0,-188.0,-0.5236768802228412
bloom768,lalele colorate vin si bomboane raffaello,319.0,370.0,{'Lalea': 33},176.0,-143.0,-0.4482758620689655
bloom764,buchet cu 33 lalele albe si mov,309.0,380.0,{'Lalea': 33},176.0,-133.0,-0.43042071197411
bloom756,buchet cu 101 lalele galbene,719.0,930.0,{'Lalea': 101},516.0,-203.0,-0.282336578581363
bloom810,Buchet cu 21 lalele albe,229.0,269.0,{'Lalea': 21},116.0,-113.0,-0.49344978165938863
bloom63,Buchet cu lalele colorate,319.0,379.0,{'Lalea': 39},206.0,-113.0,-0.3542319749216301
bloom757,buchet de flori cu 11 zambile,199.0,199.0,{'Zambila': 11},99.0,-100.0,-0.5025125628140703
bloom750,buchet deosebit cu trandafiri rosii ranunculus si chamelaucium,559.0,559.0,"{'Trandafir': 19, 'Ranunculus': 10, 'Chamelaucium': 5}",301.0,-258.0,-0.46153846153846156
bloom755,buchet de primavara cu ranunculus si lalele duble,349.0,349.0,"{'Trandafir': 1, 'Ranunculus': 5, 'Lalea': 10, 'Chamelaucium': 3}",126.0,-223.0,-0.6389684813753582
bloom26,Buchet portocaliu cu trandafiri minirosa si gerbera,309.0,309.0,"{'Minirosa': 10, 'Gerbera': 9, 'Pittosporum': 5}",190.0,-119.0,-0.3851132686084142
bloom742,"buchet cu 33 lalele galbene, portocalii si mov",249.0,330.0,{'Lalea': 33},176.0,-73.0,-0.2931726907630522
bloom691,Buchet cu 21 lalele albe si galbene,219.0,219.0,{'Lalea': 21},116.0,-103.0,-0.4703196347031963
bloom670,"Buchet colorat cu frezii, lalele si eucalipt",289.0,350.0,"{'Lalea': 15, 'Frezia': 16}",166.0,-123.0,-0.42560553633217996
bloom769,Buchet cu 101 lalele,719.0,879.0,{'Lalea': 101},516.0,-203.0,-0.282336578581363
bloom645,Buchet cu flori in nuante de roz,279.0,279.0,"{'Trandafir': 6, 'Minirosa': 5, 'Crizantema': 3}",145.0,-134.0,-0.48028673835125446
bloom812,"Buchet colorat cu liliac, bujori, narcise si frezii",519.0,519.0,"{'Bujor': 7, 'Liliac': 3, 'Narcisa': 7, 'Frezia': 5}",229.0,-290.0,-0.558766859344894
bloom641,Buchet cu flori rosii,229.0,229.0,"{'Trandafir': 5, 'Gerbera': 5, 'Hypericum': 5}",131.0,-98.0,-0.4279475982532751
bloom638,"Buchet cu flori, galbene, portocalii si rosii",349.0,349.0,"{'Trandafir': 8, 'Gerbera': 7, 'Hypericum': 9, 'Solidago': 3}",223.0,-126.0,-0.36103151862464183
bloom629,"Buchet cu gerbera, alstroemeria si crizantema",199.0,199.0,"{'Gerbera': 5, 'Alstroemeria': 3, 'Crizantema': 3}",80.0,-119.0,-0.5979899497487438
bloom626,Buchet cu 15 trandafiri rosii,309.0,309.0,{'Trandafir': 15},161.0,-148.0,-0.47896440129449835
bloom706,Buchet din flori galbene cu narcise si lalele,349.0,349.0,"{'Narcisa': 19, 'Lalea': 10, 'Chamelaucium': 4}",177.0,-172.0,-0.49283667621776506
bloom623,"Buchet cu trandafiri, hypericum si crizantema",395.0,395.0,"{'Crizantema': 6, 'Hypericum': 10, 'Trandafir': 12}",259.0,-136.0,-0.34430379746835443
bloom620,Buchet de flori 25 de lalele,255.0,279.0,{'Lalea': 25},136.0,-119.0,-0.4666666666666667
bloom618,"Buchet cu trandafiri, crizantema si alstroemeria",239.0,239.0,"{'Trandafir': 5, 'Crizantema': 2, 'Alstroemeria': 4}",97.0,-142.0,-0.5941422594142259
Bloom614,Buchet cu lalele si irisi,249.0,279.0,"{'Lalea': 13, 'Iris': 12}",124.0,-125.0,-0.5020080321285141
bloom605,"Buchet cu delphinium, iris, narcise si trandafiri si ranunculus",519.0,519.0,"{'Delphinium': 8, 'Trandafir': 6, 'Iris': 10, 'Narcisa': 8}",223.0,-296.0,-0.5703275529865125
bloom591,Buchetel cu frezii si lalele,229.0,229.0,"{'Lalea': 10, 'Frezia': 5}",86.0,-143.0,-0.6244541484716157
bloom589,Buchet cu lalele si frezii,299.0,299.0,"{'Frezia': 15, 'Lalea': 12}",146.0,-153.0,-0.5117056856187291
bloom813,Buchet cu bujori si viburnum,405.0,405.0,"{'Bujor': 9, 'Viburnum': 2}",166.0,-239.0,-0.5901234567901235
bloom588,Buchet cu 19 lalele,235.0,235.0,{'Lalea': 19},106.0,-129.0,-0.548936170212766
bloom583,"Buchet u lalele, trandafiri, hypericum, anemone si alstroemeria",429.0,429.0,"{'Trandafir': 9, 'Lalea': 8, 'Hypericum': 5, 'Anthurium': 4, 'Anemone': 5, 'Alstroemeria': 3}",269.0,-160.0,-0.372960372960373
bloom579,"Buchet cu lalele, ranunculus chamelaucium",319.0,319.0,"{'Trandafir': 1, 'Lalea': 10, 'Ranunculus': 7, 'Chamelaucium': 2}",126.0,-193.0,-0.6050156739811913
bloom578,Buchet cu trandafiri ranunculus si chamelaucium,519.0,519.0,"{'Trandafir': 19, 'Ranunculus': 16, 'Chamelaucium': 3}",311.0,-208.0,-0.4007707129094412
bloom64,Buchet cu flori galbene si portocalii,359.0,359.0,"{'Minirosa': 4, 'Crizantema': 3, 'Lalea': 5}",100.0,-259.0,-0.7214484679665738
bloom62,Buchet lalele multicolore si verdeata,289.0,289.0,"{'Lalea': 23, 'Gypsophila': 2}",146.0,-143.0,-0.49480968858131485
bloom778,buchet de primavara cu lalele colorate,199.0,240.0,{'Lalea': 19},106.0,-93.0,-0.46733668341708545
bloom61,Buchet cu 49 trandafiri albi,779.0,779.0,{'Trandafir': 49},501.0,-278.0,-0.35686777920410784
bloom616,Trandafiri roz pal si lisianthus,269.0,269.0,"{'Trandafir': 5, 'Lisianthus': 6}",109.0,-160.0,-0.5947955390334573
bloom56,29 de lalele rosii si roz,299.0,299.0,{'Lalea': 29},156.0,-143.0,-0.4782608695652174
bloom49,Buchet cu lalele galbene,239.0,309.0,{'Lalea': 25},136.0,-103.0,-0.4309623430962343
bloom44,"Buchet cu trandafiri,crizantema, garoafe si hypericum",279.0,279.0,"{'Crizantema': 3, 'Garoafa': 5, 'Hypericum': 5}",90.0,-189.0,-0.6774193548387096
bloom34,"Buchet cu lalele,trandafiri si frezii",519.0,519.0,"{'Lalea': 16, 'Frezia': 16, 'Trandafir': 13}",301.0,-218.0,-0.42003853564547206
bloom134,"Buchet de primavara cu lalele, irisi si frezii",419.0,480.0,"{'Frezia': 20, 'Iris': 8, 'Cordyline': 9}",170.0,-249.0,-0.594272076372315
bloom132,Buchet parfumat cu 49 de frezii,440.0,440.0,{'Frezia': 19},106.0,-334.0,-0.759090909090909
bloom808,buchet cu 29 lalele albe,269.0,350.0,{'Lalea': 29},156.0,-113.0,-0.4200743494423792
bloom129,"Buchet cu lalele, matiola si greentrick",319.0,319.0,"{'Mattiola': 5, 'Greentick': 5, 'Lalea': 7}",106.0,-213.0,-0.6677115987460815
bloom125,Buchet cu 49 de trandafiri rosii,799.0,799.0,{'Trandafir': 49},501.0,-298.0,-0.37296620775969963
bloom119,"Buchet de primavara cu lalele, anemone si frezii",309.0,309.0,"{'Lalea': 10, 'Anemone': 9, 'Frezia': 7}",141.0,-168.0,-0.5436893203883495
bloom111,buchet de 39 lalele mov si albe,339.0,379.0,{'Lalea': 19},106.0,-233.0,-0.6873156342182891
bloom109,Buchet cu lalele si anemone,289.0,289.0,"{'Lalea': 10, 'Anemone': 9, 'Cordyline': 7}",127.0,-162.0,-0.5605536332179931
bloom855,buchet cu flori galbene si portocalii de primavara,309.0,309.0,"{'Trandafir': 6, 'Gerbera': 7, 'Narcisa': 10, 'Solidago': 4}",177.0,-132.0,-0.42718446601941745
bloom28,Buchet cu trandafiri portocalii si frezii albe,469.0,469.0,{'Frezia': 20},111.0,-358.0,-0.7633262260127932
bloom21,Buchet cu trandafiri gerbera si garofite,269.0,269.0,"{'Trandafir': 8, 'Garofite': 5, 'Gerbera': 3, 'Limonium': 3}",139.0,-130.0,-0.483271375464684
bloom20,Buchet trandafiri gerbera crizantema si alstroemeria,279.0,279.0,"{'Trandafir': 3, 'Gerbera': 3, 'Alstroemeria': 3, 'Crizantema': 3, 'Solidago': 3}",116.0,-163.0,-0.5842293906810035
bloom19,Buchet cu lalele rosii si minirose albe,269.0,269.0,"{'Lalea': 23, 'Minirosa': 3}",156.0,-113.0,-0.4200743494423792
bloom17,Buchetel cu lalele frezii cupa vanda si clematis,149.0,149.0,"{'Lalea': 3, 'Frezia': 3, 'Clematis': 1}",49.0,-100.0,-0.6711409395973155
bloom837,49 de lalele albe si roz,419.0,419.0,{'Lalea': 49},256.0,-163.0,-0.38902147971360385
bloom1103,cutie cu 15 trandafiri colorati,289.0,319.0,{'Trandafir': 15},161.0,-128.0,-0.4429065743944637
bloom1101,cutie in forma de inima cu 33 lalele albe si roz,409.0,409.0,{'Lalea': 33},176.0,-233.0,-0.5696821515892421
bloom1094,cutie cu ranunculus lalele zambile si trandafiri,199.0,199.0,"{'Zambila': 1, 'Ranunculus': 2, 'Trandafir': 3, 'Minigerbera': 2, 'Lalea': 1}",72.0,-127.0,-0.6381909547738693
bloom1090,cutie rosie cu trandafiri orhidee lisianthus si frezii,189.0,189.0,"{'Trandafir': 3, 'Alstroemeria': 1, 'Solidago': 1, 'Lisianthus': 1, 'Frezia': 2}",70.0,-119.0,-0.6296296296296297
bloom1088,cutie cu delphinium trandafiri si camelaucium,189.0,189.0,"{'Delphinium': 1, 'Trandafir': 3, 'Chamelaucium': 1}",61.0,-128.0,-0.6772486772486772
bloom1081,cutie cu lalele rosii si galbene,349.0,349.0,{'Lalea': 33},176.0,-173.0,-0.49570200573065903
bloom1075,cutie cu delphinium trandafiri si lisianthus,199.0,199.0,"{'Delphinium': 1, 'Trandafir': 3, 'Lisianthus': 2, 'Solidago': 1}",73.0,-126.0,-0.6331658291457286
bloom1074,cutie eleganta cu 13 trandafiri rosii,319.0,319.0,{'Trandafir': 13},141.0,-178.0,-0.5579937304075235
bloom1068,aranjament floral colorat in cutie,185.0,185.0,"{'Minigerbera': 3, 'Lisianthus': 1, 'Trandafir': 3, 'Eryngium': 1, 'Chamelaucium': 1, 'Lalea': 1}",84.0,-101.0,-0.5459459459459459
bloom1058,aranjament in cutie colorat,199.0,199.0,"{'Minigerbera': 3, 'Trandafir': 3, 'Lisianthus': 2, 'Chamelaucium': 1}",79.0,-120.0,-0.6030150753768844
bloom1052,Aranjament cu flori  primavara colorat,195.0,195.0,"{'Trandafir': 3, 'Gerbera': 3, 'Frezia': 3, 'Chamelaucium': 1, 'Crizantema': 1}",92.0,-103.0,-0.5282051282051282
bloom1047,aranjament floral cu trandafiri si alstroemeria,199.0,199.0,"{'Trandafir': 5, 'Alstroemeria': 3}",76.0,-123.0,-0.6180904522613065
bloom895,Aranjament floral de primavara in cutie,195.0,195.0,"{'Lalea': 4, 'Gerbera': 1, 'Trandafir': 2, 'Ranunculus': 1, 'Chamelaucium': 1, 'Boupleurum': 1}",77.0,-118.0,-0.6051282051282051
bloom889,101 Trandafiri in cutie de catifea,1.329,1.549,{'Trandafir': 101},1021.0,1020.0,767.4943566591422
bloom885,Aranjament floral in culori pale,199.0,199.0,"{'Trandafir': 2, 'Lisianthus': 1, 'Santini': 1, 'Chamelaucium': 1, 'Garoafa': 2}",61.0,-138.0,-0.6934673366834171
bloom878,Aranjamente florale cu trandafiri gerbera garoafe,269.0,269.0,"{'Trandafir': 5, 'Garoafa': 3, 'Gerbera': 4, 'Minirosa': 1, 'Chamelaucium': 1, 'Boupleurum': 1}",119.0,-150.0,-0.5576208178438662
bloom877,Cutie cu trandafiri galbeni si mov,269.0,269.0,{'Trandafir': 13},141.0,-128.0,-0.4758364312267658
bloom851,19 lalele galbene si albe,249.0,249.0,{'Lalea': 19},106.0,-143.0,-0.5742971887550201
bloom845,Aranjament floral in cutie cu hortensie bujori alstroemeria si trandafiri,399.0,399.0,"{'Bujor': 3, 'Hortensie': 1, 'Trandafir': 3, 'Alstroemeria': 3, 'Viburnum': 1}",136.0,-263.0,-0.6591478696741855
bloom843,aranjament floral in vas cu trandafiri frezii si hortensie,299.0,299.0,"{'Hortensie': 2, 'Trandafir': 7, 'Frezia': 4}",151.0,-148.0,-0.49498327759197325
bloom835,Cutie cu 25 trandafiri si eucalipt,519.0,519.0,{'Trandafir': 25},261.0,-258.0,-0.49710982658959535
bloom832,Aranjament floral piramidal in cutie,299.0,299.0,"{'Hortensie': 1, 'Frezia': 3, 'Trandafir': 3, 'Lisianthus': 2, 'Minirosa': 2, 'Anthurium': 1}",129.0,-170.0,-0.568561872909699
bloom827,Aranjament floral cu trandafiri lalele hypericum si liliac,409.0,409.0,"{'Trandafir': 7, 'Lalea': 7, 'Hypericum': 3, 'Liliac': 1, 'Astrantia': 3}",178.0,-231.0,-0.5647921760391198
bloom815,Buchet cu lalele albe si roz,255.0,255.0,{'Lalea': 19},106.0,-149.0,-0.5843137254901961
bloom814,Cutie bloomeria cu lisiantus trandafiri si eryngium,409.0,409.0,"{'Trandafir': 10, 'Lisianthus': 5, 'Eryngium': 3}",175.0,-234.0,-0.5721271393643031
bloom807,Cutie cu flori rosii,445.0,445.0,"{'Trandafir': 13, 'Lalea': 10, 'Hypericum': 4}",223.0,-222.0,-0.49887640449438203
