Product ID,Product name,Competitor Price (RON),Original Price (RON),Contents,Price N (RON),Difference,Difference (%)
bloom806,aranjament floral in nuante de toamna,199.0,199.0,"{'Lalea': 3, 'Frezia': 3, 'Minirosa': 1, 'Lisianthus': 1, 'Gerbera': 2}",71.0,-128.0,-0.6432160804020101
bloom803,aranjament cu flori roz mov si galbene,224.0,224.0,"{'Frezia': 3, 'Lalea': 3, 'Gerbera': 3}",59.0,-165.0,-0.7366071428571429
bloom800,Cos cu lalele minirose ranunculus alstroemeria,230.0,230.0,"{'Lalea': 4, 'Ranunculus': 3, 'Minirosa': 1, 'Trandafir': 1, 'Alstroemeria': 1, 'Greentick': 1}",77.0,-153.0,-0.6652173913043479
bloom797,"aranjament floral cu hortensie, lisianthus, lalele si veronica",329.0,329.0,"{'Hortensie': 1, 'Lisianthus': 2, 'Lalea': 6, 'Trandafir': 3, 'Veronica': 4, 'Boupleurum': 2}",142.0,-187.0,-0.5683890577507599
bloom796,cutie cu flori deosebite,499.0,579.0,"{'Bujor': 5, 'Protea': 1, 'Lalea': 7, 'Ranunculus': 3, 'Minirosa': 2, 'Greentick': 3, 'Trandafir': 3}",214.0,-285.0,-0.5711422845691383
bloom782,cos cu lalele galbene si zambile,230.0,230.0,"{'Lalea': 11, 'Zambila': 2}",82.0,-148.0,-0.6434782608695652
bloom754,cutie cu 35 de lalele colorate,399.0,445.0,{'Lalea': 35},186.0,-213.0,-0.5338345864661654
bloom747,cosulet cu flori de primavara,189.0,189.0,"{'Lalea': 7, 'Zambila': 2, 'Chamelaucium': 1}",72.0,-117.0,-0.6190476190476191
bloom744,"statue venus cu lisianthus, lalele si wax",329.0,329.0,"{'Lisianthus': 2, 'Crizantema': 2, 'Lalea': 3, 'Boupleurum': 2, 'Chamelaucium': 2}",88.0,-241.0,-0.7325227963525835
BLOOM725,"Aranjament floral cu hortensie, trandafiri, veronica si lalele",349.0,349.0,"{'Trandafir': 3, 'Hortensie': 1, 'Veronica': 3, 'Lalea': 3, 'Greentick': 3, 'Frezia': 3, 'Lisianthus': 1}",137.0,-212.0,-0.6074498567335244
bloom703,Cutie cu flori colorate de primavara,180.0,180.0,"{'Lalea': 3, 'Narcisa': 3, 'Gerbera': 3}",56.0,-124.0,-0.6888888888888889
bloom687,"Cutie natur cu anemone, narcise, frezii si chamelaucium",189.0,189.0,"{'Narcisa': 4, 'Anemone': 3, 'Frezia': 2, 'Chamelaucium': 2}",72.0,-117.0,-0.6190476190476191
bloom686,"Aranjament floral cu trandafiri, eryngium, frezia si lisiantus",195.0,219.0,"{'Trandafir': 3, 'Eryngium': 1, 'Frezia': 2, 'Lisianthus': 1, 'Chamelaucium': 1}",77.0,-118.0,-0.6051282051282051
bloom685,Aranjament floral cu 25 trandafiri peach in cutie,509.0,509.0,{'Trandafir': 25},261.0,-248.0,-0.48722986247544203
bloom683,"Cutie nud cu hortensie, matiola si minorose",399.0,399.0,"{'Minirosa': 7, 'Mattiola': 7, 'Hortensie': 1}",148.0,-251.0,-0.6290726817042607
bloom678,"Cutie cu hortensie, lisianthus, chamelaucium si craspedia",369.0,369.0,"{'Hortensie': 1, 'Lisianthus': 5, 'Chamelaucium': 3, 'Craspedia': 5, 'Clematis': 1}",139.0,-230.0,-0.6233062330623306
bloom647,Cutie cu trandafiri rosii si hypericum verde,239.0,239.0,"{'Trandafir': 6, 'Hypericum': 5}",111.0,-128.0,-0.5355648535564853
bloom644,"Cutie cu trandafiri, lisianthus, chrisantem si hypericum",279.0,279.0,"{'Trandafir': 3, 'Crizantema': 3, 'Lisianthus': 2, 'Hypericum': 5, 'Garoafa': 5}",136.0,-143.0,-0.5125448028673835
bloom643,"Cutie cu crin, chrisantema, trandafiri si hypericum",289.0,289.0,"{'Crizantema': 4, 'Trandafir': 3, 'Crin': 1, 'Garoafa': 6, 'Hypericum': 3}",135.0,-154.0,-0.532871972318339
bloom632,"Cutie cu gerbera, trandafiri si lisianthus",255.0,255.0,"{'Gerbera': 6, 'Trandafir': 6, 'Lisianthus': 2}",123.0,-132.0,-0.5176470588235295
bloom631,Aranjament cu flori pastelate,245.0,245.0,"{'Trandafir': 5, 'Gerbera': 5, 'Lalea': 3, 'Eustoma': 3}",130.0,-115.0,-0.46938775510204084
bloom622,Inima din trandafiri,589.0,589.0,{'Trandafir': 29},301.0,-288.0,-0.48896434634974534
bloom606,"Cutie cu protea, bujori, trandafiri, lalele",619.0,619.0,"{'Protea': 1, 'Trandafir': 8, 'Bujor': 5, 'Berzelia': 6, 'Lalea': 9, 'Astilbe': 3}",287.0,-332.0,-0.5363489499192245
bloom604,Cutie in forma de inima cu 35 lalele si eucalipt,399.0,459.0,{'Lalea': 35},186.0,-213.0,-0.5338345864661654
bloom600,Cutie cu 51 trandafiri,909.0,909.0,{'Trandafir': 51},521.0,-388.0,-0.42684268426842686
bloom587,"Aranjament cu hortensie, eustoma, chamelaucium",199.0,199.0,"{'Lisianthus': 2, 'Chamelaucium': 1, 'Trandafir': 1}",47.0,-152.0,-0.7638190954773869
bloom573,"Cutie cu hortensie, miniroze, matiola",339.0,339.0,"{'Hortensie': 1, 'Minirosa': 5, 'Mattiola': 3, 'Senecio': 3}",113.0,-226.0,-0.6666666666666666
bloom71,Buchet cu floarea-soarelui si gerbera,229.0,229.0,"{'Floarea-soarelui': 7, 'Gerbera': 7, 'Solidago': 3}",127.0,-102.0,-0.44541484716157204
bloom67,Buchet cu 35 lalele,289.0,289.0,{'Lalea': 35},186.0,-103.0,-0.356401384083045
bloom66,Buchet cu 11 alstroemeria,209.0,230.0,{'Alstroemeria': 11},66.0,-143.0,-0.6842105263157895
bloom39,"Aranjament floral trandafiri, lalele, lisianthus si frezii",899.0,899.0,"{'Trandafir': 20, 'Lalea': 20, 'Lisianthus': 10, 'Frezia': 15}",466.0,-433.0,-0.48164627363737483
bloom37,Buchet cu anturium,359.0,359.0,{'Anthurium': 15},191.0,-168.0,-0.467966573816156
bloom35,Buchetel cu minigerbera,179.0,179.0,{'Minigerbera': 19},87.0,-92.0,-0.5139664804469274
bloom223,"Cutie cu lalele, irisi, frezii si chamelaucium",195.0,219.0,"{'Lalea': 3, 'Chamelaucium': 2, 'Frezia': 3, 'Iris': 3, 'Eucalipt': 1}",108.0,-87.0,-0.4461538461538462
bloom159,"Cutie in forma de Inima cu 15 trandafiri, 10 greentrick si 6 craspedia",479.0,479.0,"{'Trandafir': 15, 'Greentick': 10, 'Craspedia': 6}",251.0,-228.0,-0.4759916492693111
bloom158,"Cutie cu trandafiri, lisianthus si eryngium",409.0,409.0,"{'Elisianthus': 5, 'Eryngium': 2}",67.0,-342.0,-0.8361858190709046
bloom133,"Buchet cu irisi, astrantia si anemone",255.0,255.0,"{'Astrantia': 5, 'Anemone': 10}",91.0,-164.0,-0.6431372549019608
bloom16,Buchetel cu 5 zambile,119.0,119.0,{'Zambila': 5},51.0,-68.0,-0.5714285714285714
bloom15,Buchet roz din minirose si ranunculus,489.0,489.0,"{'Minirosa': 10, 'Ranunculus': 10}",161.0,-328.0,-0.6707566462167689
bloom11,"Buchet cu bujori, hortensie, liliac",539.0,539.0,"{'Hortensie': 3, 'Bujor': 6, 'Liliac': 3}",236.0,-303.0,-0.562152133580705
bloom847,Cutie cu flori deosebite pentru persoanele dragi,569.0,569.0,"{'Bujor': 3, 'Hortensie': 2, 'Ranunculus': 6, 'Trandafir': 8, 'Mattiola': 3, 'Lisianthus': 2}",250.0,-319.0,-0.5606326889279437
bloom760,"statueta venus cu trandafiri rosii urs de plus, sampanie si ciocolata",499.0,520.0,{'Trandafir': 11},121.0,-378.0,-0.7575150300601202
bloom743,cutie cu 25 de trandafiri portocalii,509.0,509.0,{'Trandafir': 25},261.0,-248.0,-0.48722986247544203
bloom636,Cutie cu 21 de trandafiri,339.0,339.0,{'Trandafir': 21},221.0,-118.0,-0.3480825958702065
bloom840,11 bujori roz si albi cu eucalipt,435.0,435.0,{'Bujor': 11},176.0,-259.0,-0.5954022988505747
bloom697,Aranjament cu trandafiri rosii in statue cu Venus,319.0,319.0,{'Trandafir': 9},101.0,-218.0,-0.6833855799373041
bloom816,Buchet cu 13 bujori roz si eucalipt,499.0,499.0,{'Bujor': 13},206.0,-293.0,-0.5871743486973948
bloom624,"Buchet cu ranunculus, trandafiri, frezii si chamelaucium",259.0,259.0,"{'Ranunculus': 3, 'Trandafir': 4, 'Frezia': 4, 'Chamelaucium': 1}",96.0,-163.0,-0.6293436293436293
bloom621,Buchet cu trandafiri rosii si albi,449.0,449.0,{'Trandafir': 25},261.0,-188.0,-0.41870824053452116
bloom793,cutie cu 5 bujori,289.0,289.0,{'Bujor': 5},86.0,-203.0,-0.7024221453287197
bloom702,Cutie eleganta de flori cu trandafiri albi si rosii,519.0,519.0,{'Trandafir': 25},261.0,-258.0,-0.49710982658959535
bloom33,Aranjament cu trandafiri si eustoma,189.0,189.0,"{'Trandafir': 6, 'Lisianthus': 2}",87.0,-102.0,-0.5396825396825397
bloom684,"Aranjament floral cu hortensie, bujori, lisiantus, alstroemeria si bouvardia",369.0,369.0,"{'Hortensie': 1, 'Bujor': 3, 'Lisianthus': 2, 'Alstroemeria': 2, 'Bouvardia': 2, 'Mattiola': 1}",123.0,-246.0,-0.6666666666666666
bloom762,19 lalele si frezii cu vin si bomboane,330.0,330.0,{'Lalea': 19},106.0,-224.0,-0.6787878787878788
bloom597,Buchet cu bujori si alstroemeria,695.0,695.0,"{'Bujor': 15, 'Alstroemeria': 7, 'Panicum': 3}",280.0,-415.0,-0.5971223021582733
bloom576,Buchet cu bujori roz si lalele galbene,469.0,469.0,"{'Bujor': 10, 'Lalea': 9}",206.0,-263.0,-0.5607675906183369
bloom753,"cutie cu bujori, frezii si chamelaucium",309.0,309.0,"{'Bujor': 5, 'Frezia': 4, 'Chamelaucium': 1}",116.0,-193.0,-0.6245954692556634
bloom853,Buchet cu trandafiri lalele si gerbera,359.0,359.0,"{'Trandafir': 10, 'Lalea': 10, 'Gerbera': 9}",215.0,-144.0,-0.4011142061281337
bloom568,"Cutie cu bujori, matiola, greentrick si nigella",495.0,495.0,"{'Bujor': 5, 'Mattiola': 6, 'Greentick': 5, 'Nigella': 3}",176.0,-319.0,-0.6444444444444445
bloom745,"aranjament cu zambile, lalele, frezii si chamelaucium",209.0,209.0,"{'Zambila': 3, 'Lalea': 3, 'Frezia': 3, 'Chamelaucium': 2}",85.0,-124.0,-0.5933014354066986
bloom828,Buchet cu 15 trandafiri roz si mov,309.0,309.0,{'Trandafir': 15},161.0,-148.0,-0.47896440129449835
bloom824,Buchet cu 15 trandafiri albi,299.0,339.0,{'Trandafir': 15},161.0,-138.0,-0.46153846153846156
bloom701,Cutie natur  cu flori de primavara,279.0,279.0,"{'Frezia': 5, 'Lalea': 9, 'Trandafir': 3, 'Eryngium': 2}",127.0,-152.0,-0.5448028673835126
bloom698,"Cutie natur cu flori in diferite nuante de roz, galben si alb",199.0,199.0,"{'Lisianthus': 2, 'Gerbera': 3, 'Frezia': 3, 'Narcisa': 3}",72.0,-127.0,-0.6381909547738693
bloom642,"Cutie cu trandafiri, frezii, chamelaucium si eryngium",219.0,219.0,"{'Trandafir': 3, 'Frezia': 4, 'Chamelaucium': 2, 'Eryngium': 1}",89.0,-130.0,-0.593607305936073
bloom792,cutie cu flori de primavara,189.0,209.0,"{'Lisianthus': 1, 'Frezia': 3, 'Lalea': 3, 'Chamelaucium': 1}",59.0,-130.0,-0.6878306878306878
bloom596,"Buchet cu trandafiri, mathiola, green trick,  chamelaucium, eryngium",569.0,569.0,"{'Trandafir': 20, 'Greentick': 10, 'Mattiola': 5, 'Eryngium': 2, 'Chamelaucium': 5}",367.0,-202.0,-0.35500878734622143
