Product ID,Product name,Competitor Price (RON),Original Price (RON),Contents,Price N (RON),Difference,Difference (%)
10394,Cutie insorita,412.2,412.2,"{'Floarea-soarelui': 9, 'Lisianthus': 4}",115.0,-297.0,-0.7205240174672489
10395,Bujori cu pittosporum,448.2,448.2,{'Bujor': 9},146.0,-302.0,-0.6738063364569389
10391,Buchet 15 bujori roz,538.2,538.2,{'Bujor': 15},236.0,-302.0,-0.5611296915644741
10387,Buchet 99 lalele,1078.2,1078.2,{'Lalea': 99},506.0,-572.0,-0.5305138193285105
10393,Buchet 25 bujori,934.2,934.2,{'Bujor': 25},386.0,-548.0,-0.5865981588524941
10392,Buchet 15 bujori cyclam,538.2,538.2,{'Bujor': 15},236.0,-302.0,-0.5611296915644741
10388,Cos lalele si irisi,489.0,489.0,"{'Iris': 20, 'Lalea': 29}",236.0,-253.0,-0.5173824130879345
10398,Trandafiri albi si rosii cu trachelium,2023.38,2248.2,"{'Trandafir': 79, 'Trachelium': 10}",861.0,-1162.0,-0.5742865897656396
10404,Buchet Martisor 7,179.0,179.0,{'Trandafir': 7},81.0,-98.0,-0.547486033519553
10390,Buchet 15 bujori albi,538.2,538.2,{'Bujor': 15},236.0,-302.0,-0.5611296915644741
10288,Buchet de Craciun,403.2,403.2,"{'Crin': 3, 'Trandafir': 6, 'Hypericum': 4}",163.0,-240.0,-0.5952380952380952
10403,Buchet 101 lalele rosii,1086.62,1234.8,{'Lalea': 101},516.0,-571.0,-0.5254826894406509
10416,Buchet minirosa,430.2,430.2,{'Minirosa': 19},201.0,-229.0,-0.5323105532310554
10405,Buchet Martisor 11,279.0,279.0,{'Trandafir': 11},121.0,-158.0,-0.5663082437275986
10411,Inima trandafiri albi si roz,599.0,599.0,{'Trandafir': 25},261.0,-338.0,-0.5642737896494157
10406,Buchet Martisor 15,349.0,349.0,{'Trandafir': 15},161.0,-188.0,-0.5386819484240688
10402,Buchet 101 lalele albe si rosii,1086.62,1234.8,{'Lalea': 101},516.0,-571.0,-0.5254826894406509
10407,Buchet Martisor 21,529.0,529.0,{'Trandafir': 21},221.0,-308.0,-0.5822306238185255
10408,Buchet Martisor 25,629.0,629.0,{'Trandafir': 25},261.0,-368.0,-0.5850556438791733
10421,Buchet 100 Trandafiri Rosii si 1 Trandafir Alb,1650.78,1834.2,{'Trandafir': 101},1021.0,-630.0,-0.381637771235416
10419,Buchet insorit,268.2,268.2,"{'Floarea-soarelui': 5, 'Crizantema': 3, 'Hypericum': 3}",99.0,-169.0,-0.6301267710663684
10424,Buchet 25 irisi mov,358.2,358.2,{'Iris': 25},111.0,-247.0,-0.6895589056393077
10436,Buchet 49 alstroemeria,988.2,988.2,{'Alstroemeria': 49},256.0,-732.0,-0.7407407407407407
10435,Buchet 21 trandafiri galbeni,453.6,453.6,{'Trandafir': 21},221.0,-233.0,-0.513668430335097
